Receiver -4.557 -3.01 0 0.2241
Transmitter -2.0174 -2.58 0
planes 0 -6.5 1 4.3 2 1.5 0 -6.5 1 -4.3 2 1.5 0 -6.5 1 -4.3 2 -1.5 0 -6.5 1 4.3 2 -1.5
planes 0 6.5 1 4.3 2 1.5 0 6.5 1 -4.3 2 1.5 0 6.5 1 -4.3 2 -1.5 0 6.5 1 4.3 2 -1.5
planes 1 -4.3 2 1.5 0 6.5 1 -4.3 2 -1.5 0 6.5 1 -4.3 2 -1.5 0 -6.5 1 -4.3 2 1.5 0 -6.5
planes 1 4.3 2 1.5 0 6.5 1 4.3 2 -1.5 0 6.5 1 4.3 2 -1.5 0 -6.5 1 4.3 2 1.5 0 -6.5
planes 2 -1.5 0 6.5 1 4.3 2 -1.5 0 -6.5 1 4.3 2 -1.5 0 -6.5 1 -4.3 2 -1.5 0 6.5 1 -4.3
planes 2 1.5 0 6.5 1 4.3 2 1.5 0 -6.5 1 4.3 2 1.5 0 -6.5 1 -4.3 2 1.5 0 6.5 1 -4.3
planes 0 -3.6736 1 -0.47 2 1.5 0 -3.6736 1 -2.9699999999999998 2 1.5 0 -3.6736 1 -2.9699999999999998 2 -1.5 0 -3.6736 1 -0.47 2 -1.5
planes 0 -3.6435999999999997 1 -0.47 2 1.5 0 -3.6435999999999997 1 -2.9699999999999998 2 1.5 0 -3.6435999999999997 1 -2.9699999999999998 2 -1.5 0 -3.6435999999999997 1 -0.47 2 -1.5
planes 1 -2.9699999999999998 2 1.5 0 -3.6435999999999997 1 -2.9699999999999998 2 -1.5 0 -3.6435999999999997 1 -2.9699999999999998 2 -1.5 0 -3.6736 1 -2.9699999999999998 2 1.5 0 -3.6736
planes 1 -0.47 2 1.5 0 -3.6435999999999997 1 -0.47 2 -1.5 0 -3.6435999999999997 1 -0.47 2 -1.5 0 -3.6736 1 -0.47 2 1.5 0 -3.6736
planes 2 -1.5 0 -3.6435999999999997 1 -0.47 2 -1.5 0 -3.6736 1 -0.47 2 -1.5 0 -3.6736 1 -2.9699999999999998 2 -1.5 0 -3.6435999999999997 1 -2.9699999999999998
planes 2 1.5 0 -3.6435999999999997 1 -0.47 2 1.5 0 -3.6736 1 -0.47 2 1.5 0 -3.6736 1 -2.9699999999999998 2 1.5 0 -3.6435999999999997 1 -2.9699999999999998
planes 0 5.59 1 4.3 2 1.5 0 5.59 1 3.6550000000000002 2 1.5 0 5.59 1 3.6550000000000002 2 -1.5 0 5.59 1 4.3 2 -1.5
planes 0 6.5 1 4.3 2 1.5 0 6.5 1 3.6550000000000002 2 1.5 0 6.5 1 3.6550000000000002 2 -1.5 0 6.5 1 4.3 2 -1.5
planes 1 3.6550000000000002 2 1.5 0 6.5 1 3.6550000000000002 2 -1.5 0 6.5 1 3.6550000000000002 2 -1.5 0 5.59 1 3.6550000000000002 2 1.5 0 5.59
planes 1 4.3 2 1.5 0 6.5 1 4.3 2 -1.5 0 6.5 1 4.3 2 -1.5 0 5.59 1 4.3 2 1.5 0 5.59
planes 2 -1.5 0 6.5 1 4.3 2 -1.5 0 5.59 1 4.3 2 -1.5 0 5.59 1 3.6550000000000002 2 -1.5 0 6.5 1 3.6550000000000002
planes 2 1.5 0 6.5 1 4.3 2 1.5 0 5.59 1 4.3 2 1.5 0 5.59 1 3.6550000000000002 2 1.5 0 6.5 1 3.6550000000000002
planes 0 -6.5 1 4.3 2 1.5 0 -6.5 1 3.6550000000000002 2 1.5 0 -6.5 1 3.6550000000000002 2 -1.5 0 -6.5 1 4.3 2 -1.5
planes 0 -5.59 1 4.3 2 1.5 0 -5.59 1 3.6550000000000002 2 1.5 0 -5.59 1 3.6550000000000002 2 -1.5 0 -5.59 1 4.3 2 -1.5
planes 1 3.6550000000000002 2 1.5 0 -5.59 1 3.6550000000000002 2 -1.5 0 -5.59 1 3.6550000000000002 2 -1.5 0 -6.5 1 3.6550000000000002 2 1.5 0 -6.5
planes 1 4.3 2 1.5 0 -5.59 1 4.3 2 -1.5 0 -5.59 1 4.3 2 -1.5 0 -6.5 1 4.3 2 1.5 0 -6.5
planes 2 -1.5 0 -5.59 1 4.3 2 -1.5 0 -6.5 1 4.3 2 -1.5 0 -6.5 1 3.6550000000000002 2 -1.5 0 -5.59 1 3.6550000000000002
planes 2 1.5 0 -5.59 1 4.3 2 1.5 0 -6.5 1 4.3 2 1.5 0 -6.5 1 3.6550000000000002 2 1.5 0 -5.59 1 3.6550000000000002
planes 0 5.59 1 -3.6550000000000002 2 1.5 0 5.59 1 -4.3 2 1.5 0 5.59 1 -4.3 2 -1.5 0 5.59 1 -3.6550000000000002 2 -1.5
planes 0 6.5 1 -3.6550000000000002 2 1.5 0 6.5 1 -4.3 2 1.5 0 6.5 1 -4.3 2 -1.5 0 6.5 1 -3.6550000000000002 2 -1.5
planes 1 -4.3 2 1.5 0 6.5 1 -4.3 2 -1.5 0 6.5 1 -4.3 2 -1.5 0 5.59 1 -4.3 2 1.5 0 5.59
planes 1 -3.6550000000000002 2 1.5 0 6.5 1 -3.6550000000000002 2 -1.5 0 6.5 1 -3.6550000000000002 2 -1.5 0 5.59 1 -3.6550000000000002 2 1.5 0 5.59
planes 2 -1.5 0 6.5 1 -3.6550000000000002 2 -1.5 0 5.59 1 -3.6550000000000002 2 -1.5 0 5.59 1 -4.3 2 -1.5 0 6.5 1 -4.3
planes 2 1.5 0 6.5 1 -3.6550000000000002 2 1.5 0 5.59 1 -3.6550000000000002 2 1.5 0 5.59 1 -4.3 2 1.5 0 6.5 1 -4.3
planes 0 -6.5 1 -3.6550000000000002 2 1.5 0 -6.5 1 -4.3 2 1.5 0 -6.5 1 -4.3 2 -1.5 0 -6.5 1 -3.6550000000000002 2 -1.5
planes 0 -5.59 1 -3.6550000000000002 2 1.5 0 -5.59 1 -4.3 2 1.5 0 -5.59 1 -4.3 2 -1.5 0 -5.59 1 -3.6550000000000002 2 -1.5
planes 1 -4.3 2 1.5 0 -5.59 1 -4.3 2 -1.5 0 -5.59 1 -4.3 2 -1.5 0 -6.5 1 -4.3 2 1.5 0 -6.5
